key,russian
q_ShotgunClass0_subtitle,"Убить зомби"
q_ShotgunClass1,"Использование дробовика"
q_ShotgunClass1_offer,"Чтобы пережить апокалипсис, вам нужно будет познакомиться со своим любимым оружием. Выбирайтесь и убивайте нескольких зомби. Когда я почувствую, что ваше обучение завершено, я награжу вас книгой, которая научит вас некоторым эксклюзивным видам оружия. можно использовать, чтобы выжить '."
q_ShotgunClass1_description,"Используйте необходимое оружие, указанное ниже, чтобы убить некоторых зомби. Достигнув конца этой квестовой цепочки, вы получите доступ к дополнительному оружию по вашей специальности."
q_ShotgunClass1_subtitle,"Убить зомби"
q_ShotgunClass2,"Использование дробовика"
q_ShotgunClass2_offer,"Чтобы пережить апокалипсис, вам нужно будет познакомиться со своим любимым оружием. Выбирайтесь и убивайте нескольких зомби. Когда я почувствую, что ваше обучение завершено, я награжу вас книгой, которая научит вас некоторым эксклюзивным видам оружия. можно использовать, чтобы выжить '."
q_ShotgunClass2_description,"Используйте необходимое оружие, указанное ниже, чтобы убить некоторых зомби. Достигнув конца этой квестовой цепочки, вы получите доступ к дополнительному оружию по вашей специальности."
q_ShotgunClass2_subtitle,"Убить зомби"
q_RifleClass0a,"Стрелковая тренировка"
q_RifleClass,"Стрелковая тренировка"
q_RifleClass0,"Использование винтовки"
q_RifleClass0_offer,"Чтобы пережить апокалипсис, вам нужно будет познакомиться со своим любимым оружием. Выбирайтесь и убивайте нескольких зомби. Когда я почувствую, что ваше обучение завершено, я награжу вас книгой, которая научит вас некоторым эксклюзивным видам оружия. можно использовать, чтобы выжить '."
q_RifleClass0_description,"Используйте необходимое оружие, указанное ниже, чтобы убить некоторых зомби. Достигнув конца этой квестовой цепочки, вы получите доступ к дополнительному оружию по вашей специальности."
q_RifleClass0_subtitle,"Убить зомби"
q_RifleClass1,"Использование винтовки"
q_RifleClass1_offer,"Чтобы пережить апокалипсис, вам нужно будет познакомиться со своим любимым оружием. Выбирайтесь и убивайте нескольких зомби. Когда я почувствую, что ваше обучение завершено, я награжу вас книгой, которая научит вас некоторым эксклюзивным видам оружия. можно использовать, чтобы выжить '."
q_RifleClass1_description,"Используйте необходимое оружие, указанное ниже, чтобы убить некоторых зомби. Достигнув конца этой квестовой цепочки, вы получите доступ к дополнительному оружию по вашей специальности."
q_RifleClass1_subtitle,"Убить зомби"
q_RifleClass2,"Использование винтовки"
q_RifleClass2_offer,"Чтобы пережить апокалипсис, вам нужно будет познакомиться со своим любимым оружием. Выбирайтесь и убивайте нескольких зомби. Когда я почувствую, что ваше обучение завершено, я награжу вас книгой, которая научит вас некоторым эксклюзивным видам оружия. можно использовать, чтобы выжить '."
q_RifleClass2_description,"Используйте необходимое оружие, указанное ниже, чтобы убить некоторых зомби. Достигнув конца этой квестовой цепочки, вы получите доступ к дополнительному оружию по вашей специальности."
q_RifleClass2_subtitle,"Убить зомби"
q_AutomaticsClass0a,"Тренировка автоматического оружия"
q_AutomaticsClass,"Тренировка автоматического оружия"
q_AutomaticsClass0,"Использование вашего автоматического оружия"
q_AutomaticsClass0_offer,"Чтобы пережить апокалипсис, вам нужно будет познакомиться со своим любимым оружием. Выбирайтесь и убивайте нескольких зомби. Когда я почувствую, что ваше обучение завершено, я награжу вас книгой, которая научит вас некоторым эксклюзивным видам оружия. можно использовать, чтобы выжить '."
q_AutomaticsClass0_description,"Используйте необходимое оружие, указанное ниже, чтобы убить некоторых зомби. Достигнув конца этой квестовой цепочки, вы получите доступ к дополнительному оружию по вашей специальности."
q_AutomaticsClass0_subtitle,"Убить зомби"
q_AutomaticsClass1,"Использование вашего автоматического оружия"
q_AutomaticsClass1_offer,"Чтобы пережить апокалипсис, вам нужно будет познакомиться со своим любимым оружием. Выбирайтесь и убивайте нескольких зомби. Когда я почувствую, что ваше обучение завершено, я награжу вас книгой, которая научит вас некоторым эксклюзивным видам оружия. можно использовать, чтобы выжить '."
q_AutomaticsClass1_description,"Используйте необходимое оружие, указанное ниже, чтобы убить некоторых зомби. Достигнув конца этой квестовой цепочки, вы получите доступ к дополнительному оружию по вашей специальности."
q_AutomaticsClass1_subtitle,"Убить зомби"
q_AutomaticsClass2,"Использование вашего автоматического оружия"
q_AutomaticsClass2_offer,"Чтобы пережить апокалипсис, вам нужно будет познакомиться со своим любимым оружием. Выбирайтесь и убивайте нескольких зомби. Когда я почувствую, что ваше обучение завершено, я награжу вас книгой, которая научит вас некоторым эксклюзивным видам оружия. можно использовать, чтобы выжить '."
q_AutomaticsClass2_description,"Используйте необходимое оружие, указанное ниже, чтобы убить некоторых зомби. Достигнув конца этой квестовой цепочки, вы получите доступ к дополнительному оружию по вашей специальности."
q_AutomaticsClass2_subtitle,"Убить зомби"
q_ArcheryClass0a,"Обучение стрельбе из лука"
q_ArcheryClass,"Обучение стрельбе из лука"
q_ArcheryClass0,"Использование вашего лука"
q_ArcheryClass0_offer,"Чтобы пережить апокалипсис, вам нужно будет познакомиться со своим любимым оружием. Выбирайтесь и убивайте нескольких зомби. Когда я почувствую, что ваше обучение завершено, я награжу вас книгой, которая научит вас некоторым эксклюзивным видам оружия. можно использовать, чтобы выжить '."
q_ArcheryClass0_description,"Используйте необходимое оружие, указанное ниже, чтобы убить некоторых зомби. Достигнув конца этой квестовой цепочки, вы получите доступ к дополнительному оружию по вашей специальности."
q_ArcheryClass0_subtitle,"Убить зомби"
q_ArcheryClass1,"Использование вашего лука"
q_ArcheryClass1_offer,"Чтобы пережить апокалипсис, вам нужно будет познакомиться со своим любимым оружием. Выбирайтесь и убивайте нескольких зомби. Когда я почувствую, что ваше обучение завершено, я награжу вас книгой, которая научит вас некоторым эксклюзивным видам оружия. можно использовать, чтобы выжить '."
q_ArcheryClass1_description,"Используйте необходимое оружие, указанное ниже, чтобы убить некоторых зомби. Достигнув конца этой квестовой цепочки, вы получите доступ к дополнительному оружию по вашей специальности."
q_ArcheryClass1_subtitle,"Убить зомби"
q_ArcheryClass2,"Использование вашего лука"
q_ArcheryClass2_offer,"Чтобы пережить апокалипсис, вам нужно будет познакомиться со своим любимым оружием. Выбирайтесь и убивайте нескольких зомби. Когда я почувствую, что ваше обучение завершено, я награжу вас книгой, которая научит вас некоторым эксклюзивным видам оружия. можно использовать, чтобы выжить '."
q_ArcheryClass2_description,"Используйте необходимое оружие, указанное ниже, чтобы убить некоторых зомби. Достигнув конца этой квестовой цепочки, вы получите доступ к дополнительному оружию по вашей специальности."
q_ArcheryClass2_subtitle,"Убить зомби"
q_ArcheryClass3,"Использование вашего лука"
q_ArcheryClass3_offer,"Чтобы пережить апокалипсис, вам нужно будет познакомиться со своим любимым оружием. Выбирайтесь и убивайте нескольких зомби. Когда я почувствую, что ваше обучение завершено, я награжу вас книгой, которая научит вас некоторым эксклюзивным видам оружия. можно использовать, чтобы выжить '."
q_ArcheryClass3_description,"Используйте необходимое оружие, указанное ниже, чтобы убить некоторых зомби. Достигнув конца этой квестовой цепочки, вы получите доступ к дополнительному оружию по вашей специальности."
q_ArcheryClass3_subtitle,"Убить зомби"
q_ArcheryClass4,"Использование вашего лука"
q_ArcheryClass4_offer,"Чтобы пережить апокалипсис, вам нужно будет познакомиться со своим любимым оружием. Выбирайтесь и убивайте нескольких зомби. Когда я почувствую, что ваше обучение завершено, я награжу вас книгой, которая научит вас некоторым эксклюзивным видам оружия. можно использовать, чтобы выжить '."
q_ArcheryClass4_description,"Используйте необходимое оружие, указанное ниже, чтобы убить некоторых зомби. Достигнув конца этой квестовой цепочки, вы получите доступ к дополнительному оружию по вашей специальности."
q_ArcheryClass4_subtitle,"Убить зомби"
q_BluntClass0a,"Тренировка дробящего оружия"
q_BluntClass,"Тренировка дробящего оружия"
q_BluntClass0,"Использование вашего дробящего оружия"
q_BluntClass0_offer,"Чтобы пережить апокалипсис, вам нужно будет познакомиться со своим любимым оружием. Выбирайтесь и убивайте нескольких зомби. Когда я почувствую, что ваше обучение завершено, я награжу вас книгой, которая научит вас некоторым эксклюзивным видам оружия. можно использовать, чтобы выжить '."
q_BluntClass0_description,"Используйте необходимое оружие, указанное ниже, чтобы убить некоторых зомби. Достигнув конца этой квестовой цепочки, вы получите доступ к дополнительному оружию по вашей специальности."
q_BluntClass0_subtitle,"Убить зомби"
q_BluntClass1,"Использование вашего дробящего оружия"
q_BluntClass1_offer,"Чтобы пережить апокалипсис, вам нужно будет познакомиться со своим любимым оружием. Выбирайтесь и убивайте нескольких зомби. Когда я почувствую, что ваше обучение завершено, я награжу вас книгой, которая научит вас некоторым эксклюзивным видам оружия. можно использовать, чтобы выжить '."
q_BluntClass1_description,"Используйте необходимое оружие, указанное ниже, чтобы убить некоторых зомби. Достигнув конца этой квестовой цепочки, вы получите доступ к дополнительному оружию по вашей специальности."
q_BluntClass1_subtitle,"Убить зомби"
q_BluntClass2,"Использование вашего дробящего оружия"
q_BluntClass2_offer,"Чтобы пережить апокалипсис, вам нужно будет познакомиться со своим любимым оружием. Выбирайтесь и убивайте нескольких зомби. Когда я почувствую, что ваше обучение завершено, я награжу вас книгой, которая научит вас некоторым эксклюзивным видам оружия. можно использовать, чтобы выжить '."
q_BluntClass2_description,"Используйте необходимое оружие, указанное ниже, чтобы убить некоторых зомби. Достигнув конца этой квестовой цепочки, вы получите доступ к дополнительному оружию по вашей специальности."
q_BluntClass2_subtitle,"Убить зомби"
q_BluntClass3,"Использование вашего дробящего оружия"
q_BluntClass3_offer,"Чтобы пережить апокалипсис, вам нужно будет познакомиться со своим любимым оружием. Выбирайтесь и убивайте нескольких зомби. Когда я почувствую, что ваше обучение завершено, я награжу вас книгой, которая научит вас некоторым эксклюзивным видам оружия. можно использовать, чтобы выжить '."
q_BluntClass3_description,"Используйте необходимое оружие, указанное ниже, чтобы убить некоторых зомби. Достигнув конца этой квестовой цепочки, вы получите доступ к дополнительному оружию по вашей специальности."
q_BluntClass3_subtitle,"Убить зомби"
q_BluntClass4,"Использование вашего дробящего оружия"
q_BluntClass4_offer,"Чтобы пережить апокалипсис, вам нужно будет познакомиться со своим любимым оружием. Выбирайтесь и убивайте нескольких зомби. Когда я почувствую, что ваше обучение завершено, я награжу вас книгой, которая научит вас некоторым эксклюзивным видам оружия. можно использовать, чтобы выжить '."
q_BluntClass4_description,"Используйте необходимое оружие, указанное ниже, чтобы убить некоторых зомби. Достигнув конца этой квестовой цепочки, вы получите доступ к дополнительному оружию по вашей специальности."
q_BluntClass4_subtitle,"Убить зомби"
q_BladeClass0a,"Обучение владению холодным оружием"
q_BladeClass,"Обучение владению холодным оружием"
q_BladeClass0,"Использование клинкового оружия"
q_BladeClass0_offer,"Чтобы пережить апокалипсис, вам нужно будет познакомиться со своим любимым оружием. Выбирайтесь и убивайте нескольких зомби. Когда я почувствую, что ваше обучение завершено, я награжу вас книгой, которая научит вас некоторым эксклюзивным видам оружия. можно использовать, чтобы выжить '."
q_BladeClass0_description,"Используйте необходимое оружие, указанное ниже, чтобы убить некоторых зомби. Достигнув конца этой квестовой цепочки, вы получите доступ к дополнительному оружию по вашей специальности."
q_BladeClass0_subtitle,"Убить зомби"
q_BladeClass1,"Использование клинкового оружия"
q_BladeClass1_offer,"Чтобы пережить апокалипсис, вам нужно будет познакомиться со своим любимым оружием. Выбирайтесь и убивайте нескольких зомби. Когда я почувствую, что ваше обучение завершено, я награжу вас книгой, которая научит вас некоторым эксклюзивным видам оружия. можно использовать, чтобы выжить '."
q_BladeClass1_description,"Используйте необходимое оружие, указанное ниже, чтобы убить некоторых зомби. Достигнув конца этой квестовой цепочки, вы получите доступ к дополнительному оружию по вашей специальности."
q_BladeClass1_subtitle,"Убить зомби"
q_BladeClass2,"Использование клинкового оружия"
q_BladeClass2_offer,"Чтобы пережить апокалипсис, вам нужно будет познакомиться со своим любимым оружием. Выбирайтесь и убивайте нескольких зомби. Когда я почувствую, что ваше обучение завершено, я награжу вас книгой, которая научит вас некоторым эксклюзивным видам оружия. можно использовать, чтобы выжить '."
q_BladeClass2_description,"Используйте необходимое оружие, указанное ниже, чтобы убить некоторых зомби. Достигнув конца этой квестовой цепочки, вы получите доступ к дополнительному оружию по вашей специальности."
q_BladeClass2_subtitle,"Убить зомби"
q_BladeClass3,"Использование клинкового оружия"
q_BladeClass3_offer,"Чтобы пережить апокалипсис, вам нужно будет познакомиться со своим любимым оружием. Выбирайтесь и убивайте нескольких зомби. Когда я почувствую, что ваше обучение завершено, я награжу вас книгой, которая научит вас некоторым эксклюзивным видам оружия. можно использовать, чтобы выжить '."
q_BladeClass3_description,"Используйте необходимое оружие, указанное ниже, чтобы убить некоторых зомби. Достигнув конца этой квестовой цепочки, вы получите доступ к дополнительному оружию по вашей специальности."
q_BladeClass3_subtitle,"Убить зомби"
q_JavelinClass0a,"Обучение владению копьем"
q_JavelinClass,"Обучение владению копьем"
q_JavelinClass0,"Использование вашего копья"
q_JavelinClass0_offer,"Чтобы пережить апокалипсис, вам нужно будет познакомиться со своим любимым оружием. Выбирайтесь и убивайте нескольких зомби. Когда я почувствую, что ваше обучение завершено, я награжу вас книгой, которая научит вас некоторым эксклюзивным видам оружия. можно использовать, чтобы выжить '."
q_JavelinClass0_description,"Используйте необходимое оружие, указанное ниже, чтобы убить некоторых зомби. Достигнув конца этой квестовой цепочки, вы получите доступ к дополнительному оружию по вашей специальности."
q_JavelinClass0_subtitle,"Убить зомби"
q_JavelinClass1,"Использование вашего копья"
q_JavelinClass1_offer,"Чтобы пережить апокалипсис, вам нужно будет познакомиться со своим любимым оружием. Выбирайтесь и убивайте нескольких зомби. Когда я почувствую, что ваше обучение завершено, я награжу вас книгой, которая научит вас некоторым эксклюзивным видам оружия. можно использовать, чтобы выжить '."
q_JavelinClass1_description,"Используйте необходимое оружие, указанное ниже, чтобы убить некоторых зомби. Достигнув конца этой квестовой цепочки, вы получите доступ к дополнительному оружию по вашей специальности."
q_JavelinClass1_subtitle,"Убить зомби"
q_JavelinClass2,"Использование вашего копья"
q_JavelinClass2_offer,"Чтобы пережить апокалипсис, вам нужно будет познакомиться со своим любимым оружием. Выбирайтесь и убивайте нескольких зомби. Когда я почувствую, что ваше обучение завершено, я награжу вас книгой, которая научит вас некоторым эксклюзивным видам оружия. можно использовать, чтобы выжить '."
q_JavelinClass2_description,"Используйте необходимое оружие, указанное ниже, чтобы убить некоторых зомби. Достигнув конца этой квестовой цепочки, вы получите доступ к дополнительному оружию по вашей специальности."
q_JavelinClass2_subtitle,"Убить зомби"
q_JavelinClass3,"Использование вашего копья"
q_JavelinClass3_offer,"Чтобы пережить апокалипсис, вам нужно будет познакомиться со своим любимым оружием. Выбирайтесь и убивайте нескольких зомби. Когда я почувствую, что ваше обучение завершено, я награжу вас книгой, которая научит вас некоторым эксклюзивным видам оружия. можно использовать, чтобы выжить '."
q_JavelinClass3_description,"Используйте необходимое оружие, указанное ниже, чтобы убить некоторых зомби. Достигнув конца этой квестовой цепочки, вы получите доступ к дополнительному оружию по вашей специальности."
q_JavelinClass3_subtitle,"Убить зомби"
q_BrawlerClass0a,"Обучение кулачному оружию"
q_BrawlerClass,"Обучение кулачному оружию"
q_BrawlerClass0,"Использование кулачного оружия"
q_BrawlerClass0_offer,"Чтобы пережить апокалипсис, вам нужно будет познакомиться со своим любимым оружием. Выбирайтесь и убивайте нескольких зомби. Когда я почувствую, что ваше обучение завершено, я награжу вас книгой, которая научит вас некоторым эксклюзивным видам оружия. можно использовать, чтобы выжить '."
q_BrawlerClass0_description,"Используйте необходимое оружие, указанное ниже, чтобы убить некоторых зомби. Достигнув конца этой квестовой цепочки, вы получите доступ к дополнительному оружию по вашей специальности."
q_BrawlerClass0_subtitle,"Убить зомби"
q_BrawlerClass1,"Использование кулачного оружия"
q_BrawlerClass1_offer,"Чтобы пережить апокалипсис, вам нужно будет познакомиться со своим любимым оружием. Выбирайтесь и убивайте нескольких зомби. Когда я почувствую, что ваше обучение завершено, я награжу вас книгой, которая научит вас некоторым эксклюзивным видам оружия. можно использовать, чтобы выжить '."
q_BrawlerClass1_description,"Используйте необходимое оружие, указанное ниже, чтобы убить некоторых зомби. Достигнув конца этой квестовой цепочки, вы получите доступ к дополнительному оружию по вашей специальности."
q_BrawlerClass1_subtitle,"Убить зомби"
q_BrawlerClass2,"Использование кулачного оружия"
q_BrawlerClass2_offer,"Чтобы пережить апокалипсис, вам нужно будет познакомиться со своим любимым оружием. Выбирайтесь и убивайте нескольких зомби. Когда я почувствую, что ваше обучение завершено, я награжу вас книгой, которая научит вас некоторым эксклюзивным видам оружия. можно использовать, чтобы выжить '."
q_BrawlerClass2_description,"Используйте необходимое оружие, указанное ниже, чтобы убить некоторых зомби. Достигнув конца этой квестовой цепочки, вы получите доступ к дополнительному оружию по вашей специальности."
q_BrawlerClass2_subtitle,"Убить зомби"
q_BrawlerClass3,"Использование кулачного оружия"
q_BrawlerClass3_offer,"Чтобы пережить апокалипсис, вам нужно будет познакомиться со своим любимым оружием. Выбирайтесь и убивайте нескольких зомби. Когда я почувствую, что ваше обучение завершено, я награжу вас книгой, которая научит вас некоторым эксклюзивным видам оружия. можно использовать, чтобы выжить '."
q_BrawlerClass3_description,"Используйте необходимое оружие, указанное ниже, чтобы убить некоторых зомби. Достигнув конца этой квестовой цепочки, вы получите доступ к дополнительному оружию по вашей специальности."
q_BrawlerClass3_subtitle,"Убить зомби"
q_SledgehammerClass0a,"Обучение обращению с кувалдометром"
q_SledgehammerClass,"Обучение обращению с кувалдометром"
q_SledgehammerClass0,"Использование кувалдометра"
q_SledgehammerClass0_offer,"Чтобы пережить апокалипсис, вам нужно будет познакомиться со своим любимым оружием. Выбирайтесь и убивайте нескольких зомби. Когда я почувствую, что ваше обучение завершено, я награжу вас книгой, которая научит вас некоторым эксклюзивным видам оружия. можно использовать, чтобы выжить '."
q_SledgehammerClass0_description,"Используйте необходимое оружие, указанное ниже, чтобы убить некоторых зомби. Достигнув конца этой квестовой цепочки, вы получите доступ к дополнительному оружию по вашей специальности."
q_SledgehammerClass0_subtitle,"Убить зомби"
q_SledgehammerClass1,"Использование кувалдометра"
q_SledgehammerClass1_offer,"Чтобы пережить апокалипсис, вам нужно будет познакомиться со своим любимым оружием. Выбирайтесь и убивайте нескольких зомби. Когда я почувствую, что ваше обучение завершено, я награжу вас книгой, которая научит вас некоторым эксклюзивным видам оружия. можно использовать, чтобы выжить '."
q_SledgehammerClass1_description,"Используйте необходимое оружие, указанное ниже, чтобы убить некоторых зомби. Достигнув конца этой квестовой цепочки, вы получите доступ к дополнительному оружию по вашей специальности."
q_SledgehammerClass1_subtitle,"Убить зомби"
q_SledgehammerClass2,"Использование кувалдометра"
q_SledgehammerClass2_offer,"Чтобы пережить апокалипсис, вам нужно будет познакомиться со своим любимым оружием. Выбирайтесь и убивайте нескольких зомби. Когда я почувствую, что ваше обучение завершено, я награжу вас книгой, которая научит вас некоторым эксклюзивным видам оружия. можно использовать, чтобы выжить '."
q_SledgehammerClass2_description,"Используйте необходимое оружие, указанное ниже, чтобы убить некоторых зомби. Достигнув конца этой квестовой цепочки, вы получите доступ к дополнительному оружию по вашей специальности."
q_SledgehammerClass2_subtitle,"Убить зомби"
q_SledgehammerClass3,"Использование кувалдометра"
q_SledgehammerClass3_offer,"Чтобы пережить апокалипсис, вам нужно будет познакомиться со своим любимым оружием. Выбирайтесь и убивайте нескольких зомби. Когда я почувствую, что ваше обучение завершено, я награжу вас книгой, которая научит вас некоторым эксклюзивным видам оружия. можно использовать, чтобы выжить '."
q_SledgehammerClass3_description,"Используйте необходимое оружие, указанное ниже, чтобы убить некоторых зомби. Достигнув конца этой квестовой цепочки, вы получите доступ к дополнительному оружию по вашей специальности."
q_SledgehammerClass3_subtitle,"Убить зомби"
qChefClass,"Класс повара"
qChefClassDesc,"До всего этого вы были шеф-поваром в своей прошлой жизни. Прочитав это, вы получите готовый гриль, кастрюлю, 2 чили-дога и 3 ягодных чая вместе со схемами для обоих."
qMinerClass,"Класс шахтера"
qMinerClassDesc,"До этого вы были торговым работником в своей прошлой жизни. Прочитав это, вы получите кирку и схемы для изготовления кирки."
qLumberjackClass,"Класс лесоруба"
qLumberjackClassDesc,"Вы были торговым работником в своей прошлой жизни до всего этого. Прочитав это, вы получите огненный топор и схемы для его изготовления."
qExplosivesClass,"Класс взрывчатых веществ"
qExplosivesClassDesc,"Вы были шеф-поваром в своей прошлой жизни до всего этого. Прочитав это, вы получите готовый гриль, кастрюлю, 2 чили-дога и 3 ягодных чая вместе со схемами для обоих."
qMedicClass,"Класс медика"
qMedicClassDesc,"До всего этого вы были фельдшером в своей прошлой жизни. Прочитав это, вы получите 2 обезболивающих, 1 шину, 2 растительных антибиотика и схемы травяных антибиотиков и повязок для оказания первой помощи."
qFarmerClass,"Фермерский класс"
qFarmerClassDesc,"До этого вы были фермером в своей прошлой жизни. Прочитав это, вы получите мотыгу, 2 пакета с семенами, 5 компоста и фермерский стол."
qHardcoreClass,"Класс хардкора"
qHardcoreClassDesc,"Вы были стримером в своей прошлой жизни. Удачи. Каппа. Это означает, что вы начинаете с нуля, и ваше путешествие намного труднее, чем другие."
q_ChefClass0a,"Класс повара"
q_MinerClass0a,"Класс шахтера"
q_LumberjackClass0a,"Класс лесоруба"
q_ExplosivesClass0a,"Класс подрывника"
q_MedicClass0a,"Класс медика"
q_FarmerClass0a,"Класс фермера"
q_HardcoreClass0a,"Класс хардкора"
q_ChefClass,"Класс повара"
q_MinerClass,"Класс шахтера"
q_LumberjackClass,"Класс лесоруба"
q_ExplosivesClass,"Класс подрывника"
q_MedicClass,"Класс медика"
q_FarmerClass,"Класс фермера"
q_HardcoreClass,"Класс хардкора"
q_HardcoreClass0a_description,"Вы решили доказать, что можете справиться с апокалипсисом без чьей-либо помощи. Ваш единственный набор навыков - это ваши глаза и уши."
q_Class0b_description,"Проверьте свой инвентарь. Вам дали некоторые предметы и схемы, относящиеся к вашей профессии."
q_Class0b_subtitle,"Специализация"
q_Class0b_offer,"Навыки, которые принесли вам деньги в предыдущей жизни, помогут вам выжить в этой. Используйте свои прежние знания, чтобы получить преимущество в Апокалипсисе."
q_Class0c_offer,"Вы решили доказать, что можете справиться с апокалипсисом без чьей-либо помощи. Ваш единственный набор навыков - это ваши глаза и уши."
resourceCompletedMeleeChaptersRH,"Завершенное обучение рукопашному бою"
resourceCompletedMeleeChaptersRHDesc,"Это заполненный сертификат ближнего боя. Держись за него. Он понадобится для завершения последнего шага цепочки заданий журнала."
resourceCompletedRangedChaptersRH,"Завершенное обучение дальнего боя"
resourceCompletedRangedChaptersRHDesc,"Это заполненный сертификат дальнего боя. Держись за него. Он понадобится для завершения последнего шага цепочки заданий журнала."
meleeToolAxeT1IronFireaxeSchematic,"Схема железного пожарного топора"
meleeToolShovelT1IronShovelSchematic,"Схема железной лопаты"
meleeToolPickT1IronPickaxeSchematic,"Схема железной кирки"
meleeToolRepairT1ClawHammerSchematic,"Схема молотка-гвоздодера"
meleeToolAxeT2SteelAxeSchematic,"Схема стального пожарного топора"
meleeToolShovelT2SteelShovelSchematic,"Схема стальной лопаты"
meleeToolPickT2SteelPickaxeSchematic,"Схема стальной кирки"
workbenchCombineHasMods,"[FF0000]ВНИМАНИЕ[-] - Один из объединяемых элементов содержит в себе мод!"
resourceForgingPlateRH,"Ковочная плита"
resourceForgingPlateRHDesc,"Плита с подогревом для плавки. Деталь, используемая в кузнице."
resourceForgingTunnelRH,"Литейный туннель"
resourceForgingTunnelRHDesc,"Позволяет разливать горячие металлы. Деталь, используемая в кузнице."
toolBunsenBurnerRH,"Бунзеновская горелка"
toolBunsenBurnerRHDesc,"Если вы хотите смешать химикаты, вам понадобится сильная горелка. Деталь, используемая на химической станции."
toolViseRH,"Тиски"
toolViseRHDesc,"Способен зажимать предметы, чтобы вы могли крепко держать их в руках. Деталь, используемая в верстаке."
gunBowT3CompoundCrossbowRepeaterRH,"Репитер арбалета"
gunBowT3CompoundCrossbowRepeaterRHDesc,"Составной арбалет наносит больше урона, а стрелы летят прямее, что облегчает прицеливание.\n\nРемонт с помощью расширенного ремонтного комплекта. \nРазбирается на детали лука / арбалета."
gunBowT3CompoundCrossbowRepeaterRHSchematic,"Схема репитера арбалета"
meleeToolSalvageT1Crowbar,"Лом"
meleeToolSalvageT1CrowbarDesc,"Лучший инструмент для сбора запчастей автомобилей из обломков, найденных в мире. \nРемонт с помощью расширенного ремонтного комплекта."
meleeToolSalvageT2RatchetDesc,"Отлично подходит для разборки механических устройств, таких как автомобили, кондиционеры и многое другое.\n\nИспользование лома на автомобилях позволяет получить более сложные детали.\n\nРемонт с помощью ремонтного комплекта.\nРазбирается в металл."
meleeToolSalvageT3ImpactDriverDesc,"Отлично подходит для разборки механических устройств, таких как автомобили, кондиционеры и многое другое.\n\nИспользование лома на автомобилях позволяет получить более сложные детали.\n\nРемонт с помощью ремонтного комплекта.\nРазбирается  в детали электро инструмента.."
